Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Chelsea,Liverpool,1.1,1.6,1,1
Cardiff City,Burnley,1.7,0.3,1,2
Bournemouth,Crystal Palace,1.8,0.4,2,1
Brighton,West Ham,1.2,1.4,1,0
Leicester City,Everton,0.9,1.3,1,2
Burnley,Huddersfield,0.4,1.0,1,1
Tottenham,Cardiff City,2.0,1.2,1,0
Watford,Bournemouth,1.0,3.2,0,4
Crystal Palace,Wolves,1.4,0.7,0,1
Manchester Utd,Newcastle Utd,1.9,1.6,3,2
Fulham,Arsenal,1.4,1.1,1,5
Southampton,Chelsea,1.6,2.9,0,3
Liverpool,Manchester City,0.4,1.0,0,0
Chelsea,Manchester Utd,1.8,0.8,2,2
Bournemouth,Southampton,0.9,0.5,0,0
Manchester City,Burnley,4.0,0.4,5,0
West Ham,Tottenham,0.8,0.9,0,1
Newcastle Utd,Brighton,1.8,0.8,0,1
Wolves,Watford,0.7,1.1,0,2
Cardiff City,Fulham,1.5,0.7,4,2
Huddersfield,Liverpool,0.7,0.6,0,1
Everton,Crystal Palace,1.8,1.3,2,0
Arsenal,Leicester City,2.7,0.5,3,1
Brighton,Wolves,0.9,1.4,1,0
Southampton,Newcastle Utd,1.1,0.4,0,0
Fulham,Bournemouth,0.5,2.0,0,3
Liverpool,Cardiff City,2.4,0.8,4,1
Watford,Huddersfield,2.0,0.5,3,0
Leicester City,West Ham,1.7,1.4,1,1
Burnley,Chelsea,0.4,2.6,0,4
Crystal Palace,Arsenal,2.3,0.9,2,2
Manchester Utd,Everton,2.3,1.8,2,1
Tottenham,Manchester City,0.4,1.6,0,1
Bournemouth,Manchester Utd,1.6,3.0,1,2
Cardiff City,Leicester City,0.9,2.1,0,1
Everton,Brighton,2.0,0.5,3,1
Newcastle Utd,Watford,0.5,2.0,1,0
West Ham,Burnley,2.4,1.1,4,2
Arsenal,Liverpool,1.4,1.3,1,1
Wolves,Tottenham,2.7,1.4,2,3
Manchester City,Southampton,2.2,2.0,6,1
Chelsea,Crystal Palace,1.7,0.4,3,1
Huddersfield,Fulham,0.6,0.4,1,0
Cardiff City,Brighton,2.1,0.5,2,1
Newcastle Utd,Bournemouth,2.2,1.6,2,1
Huddersfield,West Ham,1.1,1.7,1,1
Leicester City,Burnley,1.8,0.4,0,0
Southampton,Watford,1.1,1.2,1,1
Crystal Palace,Tottenham,0.8,1.2,0,1
Liverpool,Fulham,1.8,0.5,2,0
Chelsea,Everton,1.2,0.3,0,0
Arsenal,Wolves,0.9,1.9,1,1
Manchester City,Manchester Utd,1.9,1.1,3,1
Manchester Utd,Crystal Palace,0.9,1.2,0,0
Fulham,Southampton,1.3,1.3,3,2
West Ham,Manchester City,0.9,2.7,0,4
Brighton,Leicester City,1.0,1.2,1,1
Everton,Cardiff City,2.1,1.0,1,0
Watford,Liverpool,0.4,1.2,0,3
Tottenham,Chelsea,3.1,1.0,3,1
Bournemouth,Arsenal,0.6,1.6,1,2
Wolves,Huddersfield,0.8,0.7,0,2
Burnley,Newcastle Utd,1.8,1.6,1,2
Cardiff City,Wolves,1.0,0.8,2,1
Newcastle Utd,West Ham,1.0,2.5,0,3
Crystal Palace,Burnley,1.6,0.7,2,0
Huddersfield,Brighton,0.6,1.2,1,2
Leicester City,Watford,1.3,1.2,2,0
Manchester City,Bournemouth,2.6,0.6,3,1
Southampton,Manchester Utd,0.7,1.1,2,2
Chelsea,Fulham,2.1,0.4,2,0
Arsenal,Tottenham,2.7,1.2,4,2
Liverpool,Everton,2.9,1.1,1,0
West Ham,Cardiff City,1.7,2.1,3,1
Brighton,Crystal Palace,1.3,1.7,3,1
Bournemouth,Huddersfield,0.9,1.8,2,1
Watford,Manchester City,1.8,2.5,1,2
Wolves,Chelsea,0.7,1.3,2,1
Fulham,Leicester City,1.4,1.2,1,1
Burnley,Liverpool,0.9,2.4,1,3
Everton,Newcastle Utd,1.8,1.5,1,1
Manchester Utd,Arsenal,1.1,1.1,2,2
Tottenham,Southampton,1.6,1.7,3,1
Bournemouth,Liverpool,0.3,1.6,0,4
West Ham,Crystal Palace,1.2,0.7,3,2
Manchester Utd,Fulham,2.3,1.2,4,1
Burnley,Brighton,1.4,1.0,1,0
Cardiff City,Southampton,1.5,0.7,1,0
Arsenal,Huddersfield,1.4,0.3,1,0
Chelsea,Manchester City,0.6,0.9,2,0
Leicester City,Tottenham,0.4,0.9,0,2
Newcastle Utd,Wolves,0.6,1.8,1,2
Everton,Watford,1.7,1.7,2,2
Manchester City,Everton,1.7,1.5,3,1
Watford,Cardiff City,1.4,0.9,3,2
Tottenham,Burnley,1.7,0.5,1,0
Huddersfield,Newcastle Utd,0.8,0.6,0,1
Crystal Palace,Leicester City,0.5,1.0,1,0
Wolves,Bournemouth,1.8,0.6,2,0
Fulham,West Ham,1.3,0.8,0,2
Southampton,Arsenal,1.3,1.9,3,2
Brighton,Chelsea,0.4,1.2,1,2
Liverpool,Manchester Utd,2.5,0.7,3,1
Wolves,Liverpool,0.9,1.9,0,2
Arsenal,Burnley,1.6,1.2,3,1
Bournemouth,Brighton,0.8,0.8,2,0
Manchester City,Crystal Palace,1.5,0.9,2,3
West Ham,Watford,2.0,2.3,0,2
Huddersfield,Southampton,0.8,2.5,1,3
Chelsea,Leicester City,2.4,0.5,0,1
Newcastle Utd,Fulham,0.4,0.2,0,0
Cardiff City,Manchester Utd,1.4,2.8,1,5
Everton,Tottenham,0.9,2.0,2,6
Fulham,Wolves,1.2,1.4,1,1
Burnley,Everton,2.0,1.5,1,5
Manchester Utd,Huddersfield,1.5,1.1,3,1
Liverpool,Newcastle Utd,2.9,0.5,4,0
Leicester City,Manchester City,1.3,1.4,2,1
Tottenham,Bournemouth,1.7,1.1,5,0
Crystal Palace,Cardiff City,2.1,0.9,0,0
Brighton,Arsenal,1.1,0.8,1,1
Watford,Chelsea,1.2,1.9,1,2
Southampton,West Ham,1.2,1.2,1,2
Watford,Newcastle Utd,1.3,0.7,1,1
Fulham,Huddersfield,1.8,0.4,1,0
Brighton,Everton,1.1,0.7,1,0
Leicester City,Cardiff City,1.8,0.6,0,1
Tottenham,Wolves,0.3,0.9,1,3
Liverpool,Arsenal,3.8,1.0,5,1
Crystal Palace,Chelsea,0.2,0.9,0,1
Southampton,Manchester City,0.2,2.5,1,3
Burnley,West Ham,2.7,0.8,2,0
Manchester Utd,Bournemouth,2.9,0.5,4,1
Everton,Leicester City,1.0,0.6,0,1
Arsenal,Fulham,4.5,1.4,4,1
Cardiff City,Tottenham,0.9,1.1,0,3
Wolves,Crystal Palace,0.5,1.9,0,2
West Ham,Brighton,0.8,0.7,2,2
Bournemouth,Watford,2.2,0.9,3,3
Chelsea,Southampton,0.9,0.2,0,0
Huddersfield,Burnley,0.9,2.4,1,2
Newcastle Utd,Manchester Utd,0.7,2.6,0,2
Manchester City,Liverpool,1.1,1.5,2,1
West Ham,Arsenal,0.6,0.7,1,0
Burnley,Fulham,0.8,0.8,2,1
Brighton,Liverpool,0.4,2.0,0,1
Crystal Palace,Watford,1.3,1.6,1,2
Cardiff City,Huddersfield,0.1,0.5,0,0
Leicester City,Southampton,1.7,1.5,1,2
Chelsea,Newcastle Utd,1.3,0.5,2,1
Everton,Bournemouth,1.0,1.9,2,0
Tottenham,Manchester Utd,1.8,0.8,0,1
Manchester City,Wolves,2.8,0.1,3,0
Wolves,Leicester City,1.9,1.9,4,3
Bournemouth,West Ham,1.1,1.1,2,0
Newcastle Utd,Cardiff City,2.0,0.3,3,0
Manchester Utd,Brighton,2.4,0.8,2,1
Southampton,Everton,0.7,0.9,2,1
Liverpool,Crystal Palace,2.6,0.7,4,3
Watford,Burnley,1.3,1.8,0,0
Arsenal,Chelsea,1.5,0.9,2,0
Huddersfield,Manchester City,0.9,2.0,0,3
Fulham,Tottenham,0.9,1.7,1,2
Fulham,Brighton,3.3,2.2,4,2
Huddersfield,Everton,0.7,1.1,0,1
Wolves,West Ham,2.2,0.2,3,0
Arsenal,Cardiff City,2.6,0.8,2,1
Newcastle Utd,Manchester City,1.1,1.4,2,1
Manchester Utd,Burnley,3.1,0.8,2,2
Bournemouth,Chelsea,2.0,0.7,4,0
Southampton,Crystal Palace,1.2,1.1,1,1
Tottenham,Watford,1.7,0.5,2,1
Liverpool,Leicester City,0.6,1.1,1,1
Tottenham,Newcastle Utd,2.2,0.4,1,0
Brighton,Watford,1.6,0.3,0,0
Chelsea,Huddersfield,2.6,0.3,5,0
Everton,Wolves,1.2,1.4,1,3
Burnley,Southampton,2.4,0.7,1,1
Crystal Palace,Fulham,2.2,0.6,2,0
Cardiff City,Bournemouth,2.1,0.5,2,0
Leicester City,Manchester Utd,1.5,1.3,0,1
Manchester City,Arsenal,2.7,0.7,3,1
West Ham,Liverpool,0.8,1.1,1,1
Everton,Manchester City,0.1,2.2,0,2
Fulham,Manchester Utd,2.2,1.9,0,3
Crystal Palace,West Ham,2.6,1.7,1,1
Liverpool,Bournemouth,2.0,0.4,3,0
Southampton,Cardiff City,1.5,0.8,1,2
Watford,Everton,1.3,0.7,1,0
Huddersfield,Arsenal,1.6,1.4,1,2
Brighton,Burnley,1.1,2.1,1,3
Tottenham,Leicester City,1.1,3.3,3,1
Manchester City,Chelsea,3.0,0.9,6,0
Wolves,Newcastle Utd,2.3,0.4,1,1
West Ham,Fulham,2.4,1.3,3,1
Cardiff City,Watford,2.0,2.1,1,5
Burnley,Tottenham,1.2,0.9,2,1
Bournemouth,Wolves,2.4,1.5,1,1
Newcastle Utd,Huddersfield,2.8,0.2,2,0
Leicester City,Crystal Palace,1.2,1.7,1,4
Arsenal,Southampton,2.1,0.8,2,0
Manchester Utd,Liverpool,0.3,0.5,0,0
Cardiff City,Everton,0.3,1.0,0,3
Huddersfield,Wolves,1.6,0.6,1,0
Leicester City,Brighton,1.8,1.2,2,1
Newcastle Utd,Burnley,1.4,1.6,2,0
Arsenal,Bournemouth,2.5,0.9,5,1
Southampton,Fulham,1.3,0.8,2,0
Crystal Palace,Manchester Utd,1.7,1.0,1,3
Chelsea,Tottenham,0.6,0.6,2,0
Liverpool,Watford,1.9,0.3,5,0
Manchester City,West Ham,3.5,0.4,1,0
Tottenham,Arsenal,1.6,2.6,1,1
Manchester Utd,Southampton,2.2,0.4,3,2
Wolves,Cardiff City,2.8,0.6,2,0
Bournemouth,Manchester City,0.0,1.2,0,1
Brighton,Huddersfield,1.2,0.2,1,0
Burnley,Crystal Palace,2.1,0.5,1,3
West Ham,Newcastle Utd,2.0,1.1,2,0
Watford,Leicester City,0.8,0.9,2,1
Fulham,Chelsea,0.8,1.2,1,2
Everton,Liverpool,0.3,1.1,0,0
Crystal Palace,Brighton,1.5,0.2,1,2
Newcastle Utd,Everton,2.4,1.1,3,2
Cardiff City,West Ham,3.5,0.3,2,0
Huddersfield,Bournemouth,0.3,1.9,0,2
Leicester City,Fulham,2.0,0.2,3,1
Southampton,Tottenham,2.1,1.3,2,1
Manchester City,Watford,3.4,0.2,3,1
Liverpool,Burnley,4.0,0.4,4,2
Chelsea,Wolves,1.1,0.5,1,1
Arsenal,Manchester Utd,1.7,2.3,2,0
West Ham,Huddersfield,1.7,1.0,4,3
Burnley,Leicester City,1.0,0.9,1,2
Bournemouth,Newcastle Utd,1.3,1.1,2,2
Fulham,Liverpool,1.1,2.6,1,2
Everton,Chelsea,2.3,1.4,2,0
Fulham,Manchester City,0.5,1.8,0,2
Burnley,Wolves,0.5,0.5,2,0
Crystal Palace,Huddersfield,2.7,1.1,2,0
Leicester City,Bournemouth,1.3,0.8,2,0
Brighton,Southampton,0.7,0.7,0,1
Manchester Utd,Watford,1.6,1.5,2,1
West Ham,Everton,0.1,1.8,0,2
Cardiff City,Chelsea,0.5,1.8,1,2
Liverpool,Tottenham,1.0,0.7,2,1
Arsenal,Newcastle Utd,0.8,0.1,2,0
Wolves,Manchester Utd,1.8,1.8,2,1
Watford,Fulham,1.2,1.6,4,1
Chelsea,Brighton,2.7,0.4,3,0
Tottenham,Crystal Palace,2.1,0.3,2,0
Manchester City,Cardiff City,3.2,0.1,2,0
Southampton,Liverpool,0.9,1.9,1,3
Huddersfield,Leicester City,1.7,3.5,1,4
Bournemouth,Burnley,1.1,1.2,1,3
Newcastle Utd,Crystal Palace,0.9,0.9,0,1
Everton,Arsenal,2.4,0.3,1,0
Chelsea,West Ham,1.9,0.6,2,0
Leicester City,Newcastle Utd,1.0,1.1,0,1
Tottenham,Huddersfield,2.5,0.8,4,0
Burnley,Cardiff City,2.6,0.9,2,0
Fulham,Everton,1.5,1.1,2,0
Southampton,Wolves,2.9,0.8,3,1
Brighton,Bournemouth,0.3,2.5,0,5
Manchester Utd,West Ham,2.5,1.4,2,1
Crystal Palace,Manchester City,0.4,2.5,1,3
Liverpool,Chelsea,1.2,0.7,2,0
Watford,Arsenal,1.0,2.3,0,1
Brighton,Cardiff City,0.6,0.9,0,2
Manchester City,Tottenham,1.9,1.0,1,0
West Ham,Leicester City,1.2,0.9,2,2
Bournemouth,Fulham,2.2,2.5,0,1
Huddersfield,Watford,1.0,0.9,1,2
Wolves,Brighton,2.7,0.2,0,0
Newcastle Utd,Southampton,1.4,1.2,3,1
Everton,Manchester Utd,1.6,0.3,4,0
Arsenal,Crystal Palace,1.2,1.6,2,3
Cardiff City,Liverpool,1.1,3.0,0,2
Chelsea,Burnley,1.3,0.7,2,2
Watford,Southampton,1.3,2.0,1,1
Tottenham,Brighton,1.3,0.3,1,0
Wolves,Arsenal,1.2,0.8,3,1
Manchester Utd,Manchester City,0.5,0.5,0,2
Liverpool,Huddersfield,3.1,0.2,5,0
Tottenham,West Ham,1.6,1.1,0,1
Watford,Wolves,0.8,2.0,1,2
Fulham,Cardiff City,0.5,1.1,1,0
Southampton,Bournemouth,2.5,2.3,3,3
Crystal Palace,Everton,0.3,1.5,0,0
Brighton,Newcastle Utd,1.3,0.4,1,1
Leicester City,Arsenal,3.3,0.6,3,0
Burnley,Manchester City,0.1,2.5,0,1
Manchester Utd,Chelsea,1.1,1.7,1,1
Everton,Burnley,1.7,0.3,2,0
Bournemouth,Tottenham,1.7,0.7,1,0
Wolves,Fulham,2.0,0.5,1,0
West Ham,Southampton,1.9,0.5,3,0
Cardiff City,Crystal Palace,1.9,1.6,2,3
Newcastle Utd,Liverpool,1.4,1.2,2,3
Huddersfield,Manchester Utd,1.0,1.8,1,1
Chelsea,Watford,2.3,1.7,3,0
Arsenal,Brighton,2.4,1.9,1,1
Manchester City,Leicester City,1.0,0.5,1,0
Southampton,Huddersfield,0.6,0.7,1,1
Brighton,Manchester City,0.5,1.6,1,4
Leicester City,Chelsea,0.4,1.5,0,0
Crystal Palace,Bournemouth,2.8,1.6,5,3
Burnley,Arsenal,1.7,2.7,1,3
Tottenham,Everton,0.6,2.0,2,2
Liverpool,Wolves,1.6,1.3,2,0
Manchester Utd,Cardiff City,1.5,1.6,0,2
Fulham,Newcastle Utd,0.7,2.1,0,4
Watford,West Ham,2.2,3.1,1,4
