Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Fulham,Arsenal,0.1,1.9,0,3
Crystal Palace,Southampton,1.1,0.9,1,0
Liverpool,Leeds United,2.7,0.3,4,3
West Ham,Newcastle Utd,1.0,1.6,0,2
West Brom,Leicester City,0.4,2.8,0,3
Tottenham,Everton,1.1,1.2,0,1
Sheffield Utd,Wolves,1.0,1.4,0,2
Brighton,Chelsea,1.1,1.2,1,3
Everton,West Brom,3.9,0.3,5,2
Leeds United,Fulham,1.4,1.7,4,3
Manchester Utd,Crystal Palace,1.2,1.6,1,3
Arsenal,West Ham,1.1,2.0,2,1
Southampton,Tottenham,2.0,2.1,2,5
Newcastle Utd,Brighton,0.5,1.8,0,3
Chelsea,Liverpool,0.9,2.1,0,2
Leicester City,Burnley,1.2,1.4,4,2
Aston Villa,Sheffield Utd,1.0,0.9,1,0
Wolves,Manchester City,0.6,1.9,1,3
Brighton,Manchester Utd,2.5,1.5,2,3
Crystal Palace,Everton,0.4,1.9,1,2
West Brom,Chelsea,0.6,2.0,3,3
Burnley,Southampton,0.5,0.6,0,1
Sheffield Utd,Leeds United,1.4,1.2,0,1
Tottenham,Newcastle Utd,2.9,1.0,1,1
Manchester City,Leicester City,0.9,2.9,2,5
West Ham,Wolves,2.4,0.5,4,0
Fulham,Aston Villa,0.7,1.4,0,3
Liverpool,Arsenal,2.7,1.3,3,1
Chelsea,Crystal Palace,2.7,0.2,4,0
Everton,Brighton,1.6,1.3,4,2
Leeds United,Manchester City,2.4,1.2,1,1
Newcastle Utd,Burnley,1.8,0.4,3,1
Southampton,West Brom,1.2,0.2,2,0
Leicester City,West Ham,0.6,2.0,0,3
Arsenal,Sheffield Utd,0.6,0.2,2,1
Wolves,Fulham,1.2,0.9,1,0
Manchester Utd,Tottenham,0.9,3.4,1,6
Aston Villa,Liverpool,2.7,1.8,7,2
Everton,Liverpool,1.2,2.6,2,2
Chelsea,Southampton,1.8,1.9,3,3
Manchester City,Arsenal,1.3,0.9,1,0
Newcastle Utd,Manchester Utd,0.9,2.3,1,4
Sheffield Utd,Fulham,1.7,1.5,1,1
Crystal Palace,Brighton,0.8,1.7,1,1
Tottenham,West Ham,1.7,1.9,3,3
Leicester City,Aston Villa,0.6,0.7,0,1
West Brom,Burnley,0.8,1.1,0,0
Leeds United,Wolves,1.0,0.4,0,1
Aston Villa,Leeds United,1.4,2.7,0,3
West Ham,Manchester City,0.3,1.0,1,1
Fulham,Crystal Palace,1.1,2.5,1,2
Manchester Utd,Chelsea,0.6,0.2,0,0
Liverpool,Sheffield Utd,2.3,1.6,2,1
Southampton,Everton,0.7,0.4,2,0
Wolves,Newcastle Utd,0.7,0.3,1,1
Arsenal,Leicester City,0.7,0.7,0,1
Brighton,West Brom,0.5,0.4,1,1
Burnley,Tottenham,1.0,0.6,0,1
Wolves,Crystal Palace,1.3,0.7,2,0
Sheffield Utd,Manchester City,0.5,1.6,0,1
Burnley,Chelsea,0.5,0.9,0,3
Liverpool,West Ham,1.7,0.3,2,1
Aston Villa,Southampton,1.9,0.7,3,4
Newcastle Utd,Everton,2.9,1.5,2,1
Manchester Utd,Arsenal,0.4,1.0,0,1
Tottenham,Brighton,1.7,0.3,2,1
Fulham,West Brom,1.5,0.5,2,0
Leeds United,Leicester City,2.1,2.9,1,4
Brighton,Burnley,1.5,0.5,0,0
Southampton,Newcastle Utd,0.7,0.3,2,0
Everton,Manchester Utd,0.4,1.5,1,3
Crystal Palace,Leeds United,0.9,0.8,4,1
Chelsea,Sheffield Utd,2.2,0.4,4,1
West Ham,Fulham,1.3,1.7,1,0
West Brom,Tottenham,0.8,1.9,0,1
Leicester City,Wolves,2.0,0.8,1,0
Manchester City,Liverpool,1.4,1.2,1,1
Arsenal,Aston Villa,1.5,1.8,0,3
Newcastle Utd,Chelsea,0.3,1.5,0,2
Aston Villa,Brighton,1.5,1.4,1,2
Tottenham,Manchester City,0.7,1.4,2,0
Manchester Utd,West Brom,2.4,0.6,1,0
Fulham,Everton,1.9,2.0,2,3
Sheffield Utd,West Ham,0.9,2.1,0,1
Leeds United,Arsenal,1.8,0.9,0,0
Liverpool,Leicester City,3.1,1.6,3,0
Burnley,Crystal Palace,1.5,1.5,1,0
Wolves,Southampton,1.5,1.0,1,1
Crystal Palace,Newcastle Utd,0.6,1.3,0,2
Brighton,Liverpool,2.3,0.2,1,1
Manchester City,Burnley,1.7,0.5,5,0
Everton,Leeds United,1.2,2.9,0,1
West Brom,Sheffield Utd,1.2,2.9,1,0
Southampton,Manchester Utd,0.5,2.1,2,3
Chelsea,Tottenham,0.8,0.2,0,0
Arsenal,Wolves,1.5,1.8,1,2
Leicester City,Fulham,1.2,2.2,1,2
West Ham,Aston Villa,0.4,2.5,2,1
