Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Manchester Utd,Everton,1.4,0.3,1,1
Wolves,Tottenham,0.9,0.9,1,2
Arsenal,Manchester City,0.5,1.3,0,3
Crystal Palace,Brighton,0.7,2.3,1,1
Everton,Arsenal,0.5,0.6,0,0
Norwich City,Wolves,1.3,1.4,1,2
Brighton,Sheffield Utd,0.5,1.3,0,1
Newcastle Utd,Crystal Palace,0.5,1.3,1,0
Aston Villa,Southampton,1.1,2.8,1,3
Bournemouth,Burnley,0.1,0.2,0,1
Manchester City,Leicester City,3.3,1.1,3,1
Watford,Manchester Utd,1.5,1.8,2,0
Tottenham,Chelsea,0.3,1.3,0,2
Tottenham,Brighton,0.8,1.0,2,1
Aston Villa,Norwich City,0.6,1.2,1,0
Crystal Palace,West Ham,2.7,0.9,2,1
Bournemouth,Arsenal,2.0,1.4,1,1
Sheffield Utd,Watford,2.4,0.6,1,1
Everton,Burnley,1.4,0.3,1,0
Chelsea,Southampton,0.7,1.1,0,2
Manchester Utd,Newcastle Utd,1.9,0.8,4,1
Leicester City,Liverpool,0.1,3.2,0,4
Wolves,Manchester City,2.6,1.5,3,2
Brighton,Bournemouth,0.8,0.5,2,0
Watford,Aston Villa,2.8,0.6,3,0
Newcastle Utd,Everton,1.8,2.9,1,2
Southampton,Crystal Palace,1.4,0.3,1,1
West Ham,Leicester City,1.0,2.5,1,2
Norwich City,Tottenham,0.2,1.9,2,2
Burnley,Manchester Utd,0.5,2.2,0,2
Arsenal,Chelsea,0.5,1.4,1,2
Liverpool,Wolves,1.2,0.5,1,0
Manchester City,Sheffield Utd,1.1,1.1,2,0
Brighton,Chelsea,1.3,1.3,1,1
Burnley,Aston Villa,2.2,1.3,1,2
Newcastle Utd,Leicester City,0.7,2.6,0,3
Southampton,Tottenham,1.3,0.9,1,0
Watford,Wolves,1.1,1.2,2,1
Norwich City,Crystal Palace,1.4,1.3,1,1
West Ham,Bournemouth,2.4,0.6,4,0
Manchester City,Everton,1.5,1.0,2,1
Arsenal,Manchester Utd,1.5,0.7,2,0
Liverpool,Sheffield Utd,2.8,0.6,2,0
Sheffield Utd,West Ham,1.4,0.7,1,0
Crystal Palace,Arsenal,0.6,1.4,1,1
Chelsea,Burnley,2.7,0.8,3,0
Everton,Brighton,1.7,1.3,1,0
Leicester City,Southampton,0.7,2.1,1,2
Wolves,Newcastle Utd,1.6,0.2,1,1
Manchester Utd,Norwich City,2.9,0.3,4,0
Tottenham,Liverpool,1.2,1.2,0,1
Bournemouth,Watford,0.4,2.0,0,3
Aston Villa,Manchester City,1.1,2.8,1,6
Watford,Tottenham,2.5,1.9,0,0
Arsenal,Sheffield Utd,1.4,0.8,1,1
Norwich City,Bournemouth,1.8,0.7,1,0
Manchester City,Crystal Palace,2.6,0.4,2,2
Southampton,Wolves,0.7,2.4,2,3
Brighton,Aston Villa,1.1,0.6,1,1
West Ham,Everton,1.3,1.7,1,1
Newcastle Utd,Chelsea,0.6,2.4,1,0
Burnley,Leicester City,1.4,2.5,2,1
Liverpool,Manchester Utd,1.9,1.3,2,0
Crystal Palace,Southampton,0.6,1.1,0,2
Everton,Newcastle Utd,1.8,1.3,2,2
Aston Villa,Watford,1.3,1.8,2,1
Sheffield Utd,Manchester City,0.8,2.8,0,1
Bournemouth,Brighton,1.4,1.8,3,1
Chelsea,Arsenal,2.9,0.4,2,2
Leicester City,West Ham,2.8,1.6,4,1
Tottenham,Norwich City,2.1,1.5,2,1
Manchester Utd,Burnley,1.4,0.6,0,2
Wolves,Liverpool,1.8,1.1,1,2
West Ham,Liverpool,0.7,2.8,0,2
Leicester City,Chelsea,1.4,0.6,2,2
West Ham,Brighton,0.8,1.9,3,3
Watford,Everton,0.9,2.2,2,3
Crystal Palace,Sheffield Utd,0.8,0.7,0,1
Liverpool,Southampton,3.2,0.8,4,0
Bournemouth,Aston Villa,2.2,1.7,2,1
Newcastle Utd,Norwich City,1.0,2.2,0,0
Manchester Utd,Wolves,1.0,1.3,0,0
Burnley,Arsenal,1.9,1.2,0,0
Tottenham,Manchester City,0.3,2.4,2,0
Everton,Crystal Palace,2.5,1.1,3,1
Brighton,Watford,0.8,0.2,1,1
Sheffield Utd,Bournemouth,1.9,1.4,2,1
Wolves,Leicester City,1.0,0.7,0,0
Southampton,Burnley,0.8,0.8,1,2
Norwich City,Liverpool,0.3,2.0,0,1
Aston Villa,Tottenham,1.8,3.4,2,3
Arsenal,Newcastle Utd,2.6,0.9,4,0
Chelsea,Manchester Utd,0.9,0.6,0,2
Manchester City,West Ham,2.1,0.1,2,0
Chelsea,Tottenham,1.7,0.2,2,1
Crystal Palace,Newcastle Utd,1.6,0.2,1,0
Southampton,Aston Villa,2.6,0.5,2,0
Burnley,Bournemouth,3.2,1.8,3,0
Sheffield Utd,Brighton,1.6,1.2,1,1
Leicester City,Manchester City,0.8,2.4,0,1
Wolves,Norwich City,2.9,0.4,3,0
Manchester Utd,Watford,2.4,0.3,3,0
Arsenal,Everton,1.3,2.7,3,2
Liverpool,West Ham,2.4,0.7,3,2
Norwich City,Leicester City,0.6,1.3,1,0
Brighton,Crystal Palace,2.2,2.5,0,1
West Ham,Southampton,2.3,0.7,3,1
Bournemouth,Chelsea,1.4,1.9,2,2
Newcastle Utd,Burnley,1.1,0.7,0,0
Watford,Liverpool,2.3,0.3,3,0
Tottenham,Wolves,1.7,2.6,2,3
Everton,Manchester Utd,2.1,1.1,1,1
Liverpool,Bournemouth,1.8,1.4,2,1
Wolves,Brighton,0.8,0.3,0,0
Crystal Palace,Watford,0.8,0.6,1,0
Southampton,Newcastle Utd,0.6,2.8,0,1
Arsenal,West Ham,1.2,1.5,1,0
Sheffield Utd,Norwich City,0.9,2.4,1,0
Burnley,Tottenham,3.0,1.2,1,1
Chelsea,Everton,1.8,0.5,4,0
Manchester Utd,Manchester City,1.6,0.6,2,0
Leicester City,Aston Villa,2.1,0.5,4,0
Aston Villa,Sheffield Utd,1.4,0.3,0,0
Manchester City,Arsenal,2.6,0.3,3,0
Norwich City,Southampton,0.6,1.7,0,3
Tottenham,Manchester Utd,0.4,1.7,1,1
Watford,Leicester City,1.3,1.0,1,1
Brighton,Arsenal,1.0,0.8,2,1
West Ham,Wolves,0.5,1.0,0,2
Bournemouth,Crystal Palace,0.5,0.8,0,2
Newcastle Utd,Sheffield Utd,2.0,0.6,3,0
Aston Villa,Chelsea,1.0,1.1,1,2
Everton,Liverpool,0.9,0.7,0,0
Manchester City,Burnley,2.4,0.0,5,0
Leicester City,Brighton,0.6,1.1,0,0
Tottenham,West Ham,2.3,1.2,2,0
Norwich City,Everton,0.4,0.8,0,1
Wolves,Bournemouth,1.7,0.1,1,0
Manchester Utd,Sheffield Utd,2.4,0.1,3,0
Newcastle Utd,Aston Villa,0.9,1.6,1,1
Liverpool,Crystal Palace,2.4,0.1,4,0
Southampton,Arsenal,0.9,1.9,0,2
Burnley,Watford,0.9,0.7,1,0
Chelsea,Manchester City,3.2,0.8,2,1
Aston Villa,Wolves,0.6,0.7,0,1
Watford,Southampton,0.5,1.3,1,3
Crystal Palace,Burnley,0.9,0.4,0,1
Brighton,Manchester Utd,0.4,1.0,0,3
Bournemouth,Newcastle Utd,1.6,1.8,1,4
Everton,Leicester City,1.2,1.8,2,1
Arsenal,Norwich City,1.5,0.3,4,0
West Ham,Chelsea,2.2,1.6,3,2
Sheffield Utd,Tottenham,1.6,1.1,3,1
Manchester City,Liverpool,2.4,1.1,4,0
Norwich City,Brighton,0.6,1.0,0,1
Leicester City,Crystal Palace,2.8,0.8,3,0
Manchester Utd,Bournemouth,2.5,1.8,5,2
Wolves,Arsenal,1.2,1.3,0,2
Chelsea,Watford,2.5,0.6,3,0
Burnley,Sheffield Utd,1.3,1.1,1,1
Newcastle Utd,West Ham,1.4,2.1,2,2
Liverpool,Aston Villa,0.7,0.7,2,0
Southampton,Manchester City,0.6,3.2,1,0
Tottenham,Everton,0.5,0.5,1,0
Crystal Palace,Chelsea,1.5,1.9,2,3
Watford,Norwich City,1.2,1.2,2,1
Arsenal,Leicester City,1.1,0.9,1,1
Manchester City,Newcastle Utd,2.8,0.3,5,0
West Ham,Burnley,1.6,0.9,0,1
Sheffield Utd,Wolves,0.5,0.4,1,0
Brighton,Liverpool,2.4,2.5,1,3
Everton,Southampton,1.0,2.4,1,1
Bournemouth,Tottenham,1.4,0.5,0,0
Aston Villa,Manchester Utd,0.5,2.3,0,3
Norwich City,West Ham,0.6,3.5,0,4
Watford,Newcastle Utd,3.4,1.3,2,1
Liverpool,Burnley,1.7,0.4,1,1
Sheffield Utd,Chelsea,2.3,1.2,3,0
Brighton,Manchester City,0.2,4.4,0,5
Wolves,Everton,2.6,0.3,3,0
Aston Villa,Crystal Palace,1.7,1.2,2,0
Tottenham,Arsenal,2.0,0.6,2,1
Bournemouth,Leicester City,2.5,1.5,4,1
Manchester Utd,Southampton,1.5,1.6,2,2
Chelsea,Norwich City,2.5,0.1,1,0
Newcastle Utd,Tottenham,1.1,1.5,1,3
Burnley,Wolves,1.9,1.2,1,1
Manchester City,Bournemouth,0.7,1.6,2,1
Arsenal,Liverpool,0.8,2.1,2,1
Leicester City,Sheffield Utd,2.6,0.7,2,0
Everton,Aston Villa,0.9,1.3,1,1
Crystal Palace,Manchester Utd,0.6,2.2,0,2
Southampton,Brighton,2.5,0.7,1,1
West Ham,Watford,0.9,1.5,3,1
Norwich City,Burnley,0.3,1.8,0,2
Bournemouth,Southampton,0.5,2.5,0,2
Tottenham,Leicester City,0.8,1.7,3,0
Brighton,Newcastle Utd,0.8,0.9,0,0
Sheffield Utd,Everton,0.5,0.4,0,1
Wolves,Crystal Palace,1.5,0.4,2,0
Watford,Manchester City,0.1,3.3,0,4
Aston Villa,Arsenal,0.6,0.6,1,0
Manchester Utd,West Ham,0.6,1.5,1,1
Liverpool,Chelsea,1.7,2.4,5,3
Everton,Bournemouth,1.7,1.5,1,3
Leicester City,Manchester Utd,0.8,1.3,0,2
Southampton,Sheffield Utd,1.7,1.4,3,1
Arsenal,Watford,2.3,3.7,3,2
Crystal Palace,Tottenham,0.8,0.3,1,1
Manchester City,Norwich City,3.2,1.0,5,0
Chelsea,Wolves,1.4,0.2,2,0
West Ham,Aston Villa,0.9,1.0,1,1
Newcastle Utd,Liverpool,0.1,0.6,1,3
Burnley,Brighton,1.7,1.2,1,2
