Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Liverpool,Aston Villa,0.7,1.3,1,1
Fulham,Crystal Palace,1.7,1.6,2,2
Bournemouth,Manchester Utd,1.0,1.4,0,1
Wolves,Everton,1.6,2.0,1,1
Nott'ham Forest,Arsenal,0.6,0.6,1,0
West Ham,Leeds United,2.1,0.9,3,1
Brighton,Southampton,2.5,0.6,3,1
Manchester City,Chelsea,1.2,1.2,1,0
Newcastle Utd,Leicester City,2.1,0.1,0,0
Brighton,Manchester City,2.2,1.8,1,1
Manchester Utd,Chelsea,5.2,1.9,4,1
Crystal Palace,Nott'ham Forest,1.4,0.5,1,1
Chelsea,Newcastle Utd,2.2,1.7,1,1
Manchester Utd,Fulham,2.9,1.8,2,1
Arsenal,Wolves,2.8,0.5,5,0
Southampton,Liverpool,1.8,4.0,4,4
Everton,Bournemouth,1.0,0.5,1,0
Leicester City,West Ham,1.4,1.4,2,1
Aston Villa,Brighton,2.8,1.4,2,1
Leeds United,Tottenham,1.5,2.2,1,4
Brentford,Manchester City,1.3,1.6,1,0
