Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Lyon,Nice,1.3,1.6,1,1
Lens,Clermont Foot,1.5,0.2,2,1
Rennes,Toulouse,2.1,1.0,2,1
Paris S-G,Auxerre,2.0,0.7,5,0
Lille,Angers,0.6,0.6,1,0
Montpellier,Reims,1.7,2.1,1,1
Brest,Troyes,2.4,1.0,2,1
Nantes,Ajaccio,1.1,2.5,2,2
Strasbourg,Lorient,2.3,0.5,1,1
Monaco,Marseille,2.0,1.9,2,3
Ajaccio,Angers,1.6,1.9,1,0
Troyes,Nantes,0.2,1.5,0,0
Auxerre,Monaco,1.3,1.3,2,3
Clermont Foot,Lille,0.7,1.6,0,2
Brest,Lyon,1.3,3.1,2,4
Paris S-G,Strasbourg,2.1,1.3,2,1
Lorient,Montpellier,1.0,1.7,0,2
Reims,Rennes,1.4,1.6,3,1
Marseille,Toulouse,2.6,1.8,6,1
Nice,Lens,1.0,1.0,0,0
Toulouse,Ajaccio,1.1,0.0,2,0
Monaco,Brest,1.4,0.8,1,0
Angers,Lorient,2.3,0.6,1,2
Nantes,Auxerre,1.0,0.8,1,0
Lyon,Clermont Foot,0.7,1.2,0,1
Lens,Paris S-G,1.8,1.6,3,1
Strasbourg,Troyes,1.1,1.2,2,3
Lille,Reims,2.3,0.8,1,1
Montpellier,Marseille,1.4,1.4,1,2
Rennes,Nice,1.9,0.4,2,1
Clermont Foot,Rennes,1.7,1.1,2,1
Ajaccio,Reims,1.0,0.9,0,1
Auxerre,Toulouse,1.1,2.2,0,5
Brest,Lille,0.3,0.7,0,0
Nantes,Lyon,1.1,0.5,0,0
Troyes,Marseille,0.2,1.9,0,2
Nice,Montpellier,2.5,0.2,6,1
Paris S-G,Angers,1.3,0.5,2,0
Lorient,Monaco,1.3,1.8,2,2
Strasbourg,Lens,0.8,1.9,2,2
Lens,Auxerre,2.0,0.3,1,0
Marseille,Lorient,2.2,0.5,3,1
Lyon,Strasbourg,2.8,1.1,1,2
Lille,Troyes,3.8,0.9,5,1
Toulouse,Brest,1.4,1.0,1,1
Montpellier,Nantes,0.9,0.6,0,3
Reims,Nice,0.9,0.8,0,0
Angers,Clermont Foot,0.6,1.7,1,2
Monaco,Ajaccio,3.7,0.3,7,1
Rennes,Paris S-G,0.8,1.0,1,0
Lorient,Rennes,0.9,1.5,2,1
Troyes,Lens,1.2,2.9,1,1
Marseille,Monaco,1.6,1.5,1,1
Nice,Lille,1.6,1.6,1,0
Clermont Foot,Nantes,0.7,0.1,0,0
Brest,Angers,1.6,0.8,4,0
Auxerre,Montpellier,1.8,0.7,0,2
Strasbourg,Toulouse,1.3,1.2,1,2
Ajaccio,Lyon,1.7,1.9,0,2
Paris S-G,Reims,1.6,2.5,1,1
Lille,Clermont Foot,1.3,1.4,0,0
Nantes,Marseille,1.2,1.7,0,2
Toulouse,Troyes,2.2,1.2,4,1
Angers,Ajaccio,0.4,1.4,1,2
Reims,Lorient,3.8,0.6,4,2
Lyon,Brest,2.5,0.6,0,0
Monaco,Auxerre,1.2,1.4,3,2
Montpellier,Paris S-G,0.5,4.4,1,3
Lens,Nice,0.6,2.1,0,1
Rennes,Strasbourg,1.1,0.1,3,0
Paris S-G,Toulouse,1.9,0.8,2,1
Troyes,Lyon,1.0,0.8,1,3
Rennes,Lille,1.8,2.2,1,3
Clermont Foot,Monaco,0.4,1.4,0,2
Strasbourg,Montpellier,0.9,0.9,2,0
Ajaccio,Nantes,0.3,1.2,0,2
Auxerre,Reims,1.2,0.6,0,0
Lorient,Angers,1.0,0.7,0,0
Brest,Lens,2.0,2.5,1,1
Marseille,Nice,2.3,1.4,1,3
Nice,Ajaccio,0.6,0.4,3,0
Monaco,Paris S-G,2.9,0.8,3,1
Clermont Foot,Marseille,0.8,2.6,0,2
Toulouse,Rennes,2.1,1.3,3,1
Angers,Auxerre,0.9,2.6,1,1
Lille,Strasbourg,2.7,0.3,2,0
Montpellier,Brest,2.5,0.8,3,0
Reims,Troyes,2.3,0.9,4,0
Nantes,Lorient,1.0,1.1,1,0
Lyon,Lens,1.4,1.1,2,1
Auxerre,Lyon,1.5,0.8,2,1
Nice,Reims,1.2,1.6,0,0
Strasbourg,Angers,1.7,1.2,2,1
Paris S-G,Lille,2.0,2.4,4,3
Troyes,Montpellier,0.1,1.6,0,1
Lorient,Ajaccio,2.5,0.7,3,0
Brest,Monaco,0.9,1.5,1,2
Rennes,Clermont Foot,2.4,1.1,2,0
Lens,Nantes,2.4,0.3,3,1
Toulouse,Marseille,2.0,1.0,2,3
Lille,Brest,1.0,0.2,2,1
Angers,Lyon,1.5,1.1,1,3
Montpellier,Lens,0.6,1.9,1,1
Lorient,Auxerre,1.5,0.7,0,1
Clermont Foot,Strasbourg,1.2,1.2,1,1
Ajaccio,Troyes,3.8,1.5,2,1
Reims,Toulouse,2.7,1.1,3,0
Nantes,Rennes,2.6,1.1,0,1
Monaco,Nice,1.0,2.3,0,3
Marseille,Paris S-G,1.6,2.0,0,3
Nice,Auxerre,1.6,0.5,1,1
Lens,Lille,0.9,1.6,1,1
Paris S-G,Nantes,1.4,0.4,4,2
Troyes,Monaco,0.9,3.0,2,2
Montpellier,Angers,2.9,0.9,5,0
Toulouse,Clermont Foot,1.0,0.8,0,1
Strasbourg,Brest,1.2,0.8,0,1
Reims,Ajaccio,0.6,0.4,1,0
Lyon,Lorient,2.2,1.0,0,0
Rennes,Marseille,1.0,1.6,0,1
Lille,Lyon,2.3,0.8,3,3
Auxerre,Rennes,0.7,0.5,0,0
Brest,Paris S-G,0.6,2.6,1,2
