Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Bordeaux,Nantes,0.5,0.2,0,0
Dijon,Angers,0.9,1.5,0,1
Lille,Rennes,0.4,1.6,1,1
Monaco,Reims,1.8,1.7,2,2
Nîmes,Brest,1.7,0.8,4,0
Lorient,Strasbourg,2.9,0.3,3,1
Nice,Lens,0.2,3.1,2,1
Lyon,Dijon,4.6,0.2,4,1
Rennes,Montpellier,1.4,0.6,2,1
Strasbourg,Nice,0.3,1.3,0,2
Reims,Lille,0.3,1.2,0,1
Metz,Monaco,0.7,0.2,0,1
Saint-Étienne,Lorient,1.4,0.3,2,0
Nantes,Nîmes,1.8,1.2,2,1
Angers,Bordeaux,0.8,2.0,0,2
Brest,Marseille,2.6,1.0,2,3
Lens,Paris S-G,1.5,0.4,1,0
Bordeaux,Lyon,0.3,2.0,0,0
Montpellier,Nice,1.7,0.7,3,1
Saint-Étienne,Strasbourg,2.0,1.4,2,0
Lille,Metz,1.5,0.8,1,0
Lorient,Lens,1.0,2.0,2,3
Angers,Reims,2.0,0.4,1,0
Nîmes,Rennes,1.3,2.1,2,4
Dijon,Brest,0.3,1.9,0,2
Monaco,Nantes,2.3,1.2,2,1
Paris S-G,Marseille,2.4,0.8,0,1
Montpellier,Lyon,1.8,2.3,2,1
Paris S-G,Metz,2.2,0.9,1,0
Marseille,Saint-Étienne,2.2,1.3,0,2
Lyon,Nîmes,1.4,0.7,0,0
Lens,Bordeaux,3.1,0.4,2,1
Rennes,Monaco,1.0,0.9,2,1
Nice,Paris S-G,1.0,3.3,0,3
Montpellier,Angers,1.6,1.1,4,1
Strasbourg,Dijon,2.7,0.6,1,0
Metz,Reims,1.7,1.2,2,1
Brest,Lorient,1.1,1.7,3,2
Nantes,Saint-Étienne,1.4,1.0,2,2
Marseille,Lille,0.7,1.5,1,1
Lille,Nantes,1.8,0.8,2,0
Saint-Étienne,Rennes,0.3,1.0,0,3
Marseille,Metz,0.9,1.1,1,1
Bordeaux,Nice,1.2,0.8,0,0
Monaco,Strasbourg,1.3,1.5,3,2
Angers,Brest,1.1,3.0,3,2
Dijon,Montpellier,1.3,2.4,2,2
Nîmes,Lens,0.5,1.3,1,1
Lorient,Lyon,0.2,1.0,1,1
Reims,Paris S-G,0.3,3.8,0,2
Paris S-G,Angers,2.4,1.0,6,1
Lens,Saint-Étienne,2.1,0.1,2,0
Nice,Nantes,1.6,1.2,2,1
Montpellier,Nîmes,0.8,0.7,0,1
Bordeaux,Dijon,1.6,0.3,3,0
