HG,HXG,HGC,HXGC,AG,AXG,AGC,AXGC,outcome,hometeam,awayteam,season,empty
1.588235294117647,1.5705882352941176,1.3529411764705883,1.1588235294117646,0.8823529411764706,0.9882352941176471,1.4705882352941178,1.5411764705882354,H,Augsburg,Hamburger SV,2017-2018,
1.5555555555555556,1.5611111111111111,1.6666666666666667,1.5,1.5555555555555556,1.5499999999999998,1.2777777777777777,1.1166666666666665,H,Gladbach,Augsburg,2017-2018,
1.5555555555555556,1.2499999999999998,1.2777777777777777,1.3777777777777778,1.9444444444444444,1.594444444444444,1.4444444444444444,1.172222222222222,A,Hoffenheim,Leverkusen,2017-2018,
0.8421052631578947,1.1052631578947372,1.263157894736842,1.3,1.5789473684210527,1.3894736842105264,1.3157894736842106,1.2947368421052632,A,Stuttgart,Schalke 04,2017-2018,
1.2,1.0350000000000001,1.75,1.5050000000000003,2.45,2.1100000000000003,0.8,0.8999999999999998,A,Mainz 05,Bayern Munich,2017-2018,
1.15,1.0899999999999999,1.2,1.5,0.8,1.0800000000000005,1.3,1.365,D,Wolfsburg,Stuttgart,2017-2018,
0.8,0.9649999999999999,1.45,1.5000000000000002,1.3999999999999997,1.405,1.5,1.4849999999999999,D,Hamburger SV,Hannover 96,2017-2018,
1.5714285714285714,1.476190476190476,1.380952380952381,1.2476190476190476,1.5238095238095237,1.5619047619047617,1.2380952380952381,1.076190476190476,H,RB Leipzig,Augsburg,2017-2018,
1.5238095238095237,1.2523809523809522,1.5714285714285714,1.4952380952380955,1.1428571428571428,1.047619047619048,1.7619047619047619,1.5000000000000004,H,Hoffenheim,Mainz 05,2017-2018,
1.3636363636363635,1.4636363636363638,1.5454545454545454,1.4500000000000002,2.1363636363636362,2.159090909090909,1.3181818181818181,1.1545454545454543,A,Gladbach,Dortmund,2017-2018,
1.8695652173913044,1.660869565217391,1.3043478260869568,1.1086956521739133,1.565217391304348,1.3652173913043482,1.3043478260869568,1.2608695652173914,A,Leverkusen,Schalke 04,2017-2018,
1.1250000000000002,1.0666666666666667,1.2916666666666667,1.5458333333333334,1.7916666666666667,1.6124999999999998,1.3333333333333337,1.166666666666667,A,Wolfsburg,Leverkusen,2017-2018,
1.1999999999999997,0.9999999999999999,1.24,1.3960000000000001,1.0,1.16,1.68,1.32,D,Hertha BSC,Freiburg,2017-2018,
1.6,1.2679999999999998,1.52,1.4080000000000001,1.1200000000000003,1.036,1.32,1.568,H,Hoffenheim,Wolfsburg,2017-2018,
0.9259259259259259,1.155555555555556,1.1111111111111116,1.1851851851851851,0.7037037037037037,0.9666666666666665,1.5925925925925926,1.6666666666666667,D,Stuttgart,Hamburger SV,2017-2018,
1.9285714285714286,1.985714285714286,1.3928571428571428,1.3035714285714284,0.9285714285714286,1.1571428571428577,1.1071428571428577,1.175,H,Dortmund,Stuttgart,2017-2018,
1.3928571428571426,1.2142857142857146,1.142857142857143,1.167857142857143,1.8571428571428572,1.339285714285714,1.4642857142857142,1.375,D,Eint Frankfurt,Hoffenheim,2017-2018,
