Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Juventus,Cagliari,1.1,1.4,3,0
Hellas Verona,Napoli,1.3,2.1,1,3
Atalanta,Roma,1.5,0.4,0,1
Udinese,Chievo,0.8,0.5,1,2
Inter,Fiorentina,2.3,0.6,3,0
Bologna,Torino,0.6,0.4,1,1
Sampdoria,Benevento,2.7,0.9,2,1
Crotone,Milan,0.4,1.8,0,3
Lazio,SPAL,0.8,0.6,0,0
Sassuolo,Genoa,0.5,0.9,0,0
Genoa,Juventus,1.2,2.1,2,4
Benevento,Bologna,0.9,1.7,0,1
Roma,Inter,1.4,2.4,1,3
Torino,Sassuolo,1.1,0.8,3,0
SPAL,Udinese,1.5,1.2,3,2
Napoli,Atalanta,1.2,0.9,3,1
Crotone,Hellas Verona,0.8,0.2,0,0
Milan,Cagliari,1.4,0.7,2,1
Fiorentina,Sampdoria,2.0,2.2,1,2
Chievo,Lazio,0.9,1.5,1,2
Juventus,Chievo,1.3,0.6,3,0
Inter,SPAL,1.9,0.5,2,0
Udinese,Genoa,1.0,0.6,1,0
Cagliari,Crotone,1.2,0.4,1,0
Atalanta,Sassuolo,0.7,1.4,2,1
Hellas Verona,Fiorentina,1.1,2.6,0,5
Lazio,Milan,2.0,1.0,4,1
Benevento,Torino,0.9,1.0,0,1
Bologna,Napoli,0.3,1.5,0,3
Crotone,Inter,1.0,0.7,0,2
Fiorentina,Bologna,0.7,0.3,2,1
Roma,Hellas Verona,3.5,0.2,3,0
Sassuolo,Juventus,1.4,1.0,1,3
SPAL,Cagliari,0.6,0.6,0,2
Torino,Sampdoria,1.3,1.0,2,2
Milan,Udinese,2.7,0.3,2,1
Napoli,Benevento,4.8,0.2,6,0
Chievo,Atalanta,1.2,1.5,1,1
Genoa,Lazio,0.5,2.9,2,3
Bologna,Inter,0.8,1.2,1,1
Benevento,Roma,0.8,2.0,0,4
Hellas Verona,Sampdoria,0.8,1.5,0,0
Udinese,Torino,2.4,1.4,2,3
Lazio,Napoli,0.2,2.5,1,4
Milan,SPAL,2.2,0.3,2,0
Atalanta,Crotone,2.8,0.4,5,1
Juventus,Fiorentina,0.9,0.4,1,0
Cagliari,Sassuolo,2.4,2.6,0,1
Genoa,Chievo,0.8,1.7,1,1
Roma,Udinese,2.9,1.4,3,1
SPAL,Napoli,0.3,1.7,2,3
Juventus,Torino,2.2,0.2,4,0
Sampdoria,Milan,1.6,0.3,2,0
Cagliari,Chievo,1.5,1.1,0,2
Crotone,Benevento,1.2,1.6,2,0
Hellas Verona,Lazio,0.6,2.0,0,3
Inter,Genoa,0.7,0.7,1,0
Sassuolo,Bologna,0.5,1.6,0,1
Fiorentina,Atalanta,0.4,3.0,1,1
Udinese,Sampdoria,3.5,0.6,4,0
Genoa,Bologna,1.5,1.0,0,1
Napoli,Cagliari,2.7,0.2,3,0
Chievo,Fiorentina,1.1,1.4,2,1
Benevento,Inter,1.5,1.8,1,2
SPAL,Crotone,2.6,0.5,1,1
Torino,Hellas Verona,1.5,2.7,2,2
Lazio,Sassuolo,3.4,1.7,6,1
Milan,Roma,0.8,1.2,0,2
Atalanta,Juventus,1.1,2.7,2,2
Juventus,Lazio,2.3,1.6,1,2
Roma,Napoli,0.4,1.2,0,1
Fiorentina,Udinese,2.5,0.2,2,1
Sassuolo,Chievo,1.8,0.3,0,0
Sampdoria,Atalanta,1.3,2.5,3,1
Cagliari,Genoa,1.4,2.5,2,3
Bologna,SPAL,1.8,0.5,2,1
Crotone,Torino,0.6,2.2,2,2
Inter,Milan,2.0,1.1,3,2
Hellas Verona,Benevento,1.0,0.3,1,0
Sampdoria,Crotone,2.0,0.7,5,0
Napoli,Inter,1.2,0.4,0,0
Chievo,Hellas Verona,2.5,1.3,3,2
Benevento,Fiorentina,0.3,2.7,0,3
Torino,Roma,0.5,0.6,0,1
Atalanta,Bologna,1.9,0.3,1,0
SPAL,Sassuolo,0.8,2.3,0,1
Milan,Genoa,0.8,0.4,0,0
Udinese,Juventus,1.1,1.7,2,6
Lazio,Cagliari,2.3,0.6,3,0
Inter,Sampdoria,2.6,0.9,3,2
Atalanta,Hellas Verona,2.1,1.3,3,0
Cagliari,Benevento,2.0,1.3,2,1
Chievo,Milan,0.5,1.4,1,4
Juventus,SPAL,1.1,0.8,4,1
Roma,Crotone,2.4,0.4,1,0
Sassuolo,Udinese,0.6,0.7,0,1
Fiorentina,Torino,1.3,0.6,3,0
Bologna,Lazio,0.8,2.9,1,2
Genoa,Napoli,1.2,1.1,2,3
Milan,Juventus,1.0,0.4,0,2
Roma,Bologna,0.7,0.5,1,0
Benevento,Lazio,0.8,2.8,1,5
SPAL,Genoa,0.3,1.4,1,0
Napoli,Sassuolo,2.7,0.8,3,1
Udinese,Atalanta,1.5,1.1,2,1
Sampdoria,Chievo,1.9,1.9,4,1
Crotone,Fiorentina,0.9,0.8,2,1
Torino,Cagliari,2.8,0.6,2,1
Hellas Verona,Inter,1.1,1.2,1,2
Bologna,Crotone,1.0,2.0,2,3
Genoa,Sampdoria,1.3,1.6,0,2
Inter,Torino,1.9,1.0,1,1
Fiorentina,Roma,1.3,1.8,2,4
