Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Chievo,Juventus,1.1,3.1,2,3
Lazio,Napoli,1.0,1.4,1,2
Torino,Roma,0.6,1.2,0,1
Sassuolo,Inter,1.5,1.1,1,0
Empoli,Cagliari,1.3,0.9,2,0
Parma,Udinese,1.5,1.9,2,2
Bologna,SPAL,1.0,0.6,0,1
Atalanta,Frosinone,2.2,0.3,4,0
Juventus,Lazio,1.6,0.3,2,0
Napoli,Milan,1.4,0.7,3,2
SPAL,Parma,1.4,0.3,1,0
Cagliari,Sassuolo,1.3,1.8,2,2
Genoa,Empoli,1.1,1.5,2,1
Inter,Torino,0.8,1.1,2,2
Frosinone,Bologna,1.7,0.9,0,0
Udinese,Sampdoria,1.8,0.7,1,0
Fiorentina,Chievo,3.5,0.7,6,1
Roma,Atalanta,2.5,3.0,3,3
Milan,Roma,1.9,0.3,2,1
Bologna,Inter,0.5,1.9,0,3
Parma,Juventus,1.9,2.3,1,2
Fiorentina,Udinese,0.9,0.2,1,0
Torino,SPAL,2.0,0.9,1,0
Chievo,Empoli,1.1,1.2,0,0
Sampdoria,Napoli,0.8,1.2,3,0
Atalanta,Cagliari,0.4,0.3,0,1
Lazio,Frosinone,2.6,0.5,1,0
Sassuolo,Genoa,1.7,1.9,5,3
Inter,Parma,1.3,0.3,0,1
Napoli,Fiorentina,1.4,0.3,1,0
Frosinone,Sampdoria,0.7,2.5,0,5
Roma,Chievo,2.4,1.6,2,2
Udinese,Torino,0.3,0.7,1,1
Juventus,Sassuolo,2.4,0.8,2,1
Genoa,Bologna,0.7,0.8,1,0
Empoli,Lazio,1.6,2.4,0,1
Cagliari,Milan,0.5,2.1,1,1
SPAL,Atalanta,1.7,0.8,2,0
Sampdoria,Fiorentina,0.5,1.4,1,1
Sassuolo,Empoli,2.2,1.1,3,1
Parma,Cagliari,2.3,0.9,2,0
Fiorentina,SPAL,1.5,0.6,3,0
Sampdoria,Inter,0.4,0.9,0,1
Torino,Napoli,1.2,2.0,1,3
Lazio,Genoa,2.9,0.7,4,1
Bologna,Roma,0.9,2.9,2,0
Chievo,Udinese,1.5,1.1,0,2
