Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Frosinone,Napoli,0.9,1.5,1,3
Empoli,Hellas Verona,0.7,0.5,0,1
Inter,Monza,2.7,0.8,2,0
Genoa,Fiorentina,0.2,1.0,1,4
Sassuolo,Atalanta,0.4,1.3,0,2
Roma,Salernitana,1.9,0.1,2,2
Lecce,Lazio,1.4,1.6,2,1
Udinese,Juventus,1.0,1.8,0,3
Torino,Cagliari,1.0,0.4,0,0
Bologna,Milan,1.0,0.9,0,2
Frosinone,Atalanta,0.7,1.6,2,1
Monza,Empoli,2.0,1.0,2,0
Hellas Verona,Roma,0.7,1.5,2,1
Milan,Torino,3.0,0.5,4,1
Juventus,Bologna,0.8,0.5,1,1
Fiorentina,Lecce,1.3,0.3,2,2
Napoli,Sassuolo,3.5,0.2,2,0
Lazio,Genoa,1.4,0.6,0,1
Salernitana,Udinese,0.5,0.8,1,1
Cagliari,Inter,0.6,0.9,0,2
Sassuolo,Hellas Verona,1.7,0.6,3,1
Roma,Milan,0.7,1.5,1,2
Bologna,Cagliari,2.3,0.5,2,1
Udinese,Frosinone,1.5,1.8,0,0
Napoli,Lazio,1.3,0.6,1,2
Atalanta,Monza,1.3,0.4,3,0
Torino,Genoa,0.4,0.2,1,0
Inter,Fiorentina,3.7,0.4,4,0
Lecce,Salernitana,1.7,1.1,2,0
Empoli,Juventus,0.3,2.7,0,2
Juventus,Lazio,2.2,0.6,3,1
Inter,Milan,2.6,1.1,5,1
Genoa,Napoli,1.2,0.9,2,2
Cagliari,Udinese,1.6,0.7,0,0
Monza,Lecce,2.2,0.9,1,1
Frosinone,Sassuolo,2.8,1.3,4,2
Fiorentina,Atalanta,1.1,0.7,3,2
Roma,Empoli,2.4,0.2,7,0
Salernitana,Torino,0.7,1.8,0,3
Hellas Verona,Bologna,0.4,0.6,0,0
Salernitana,Frosinone,1.1,0.7,1,1
Lecce,Genoa,0.9,0.3,1,0
Milan,Hellas Verona,0.9,0.6,1,0
Sassuolo,Juventus,1.6,1.2,4,2
Lazio,Monza,1.0,1.2,1,1
Empoli,Inter,0.3,1.6,0,1
Atalanta,Cagliari,1.7,0.8,2,0
Udinese,Fiorentina,2.2,0.5,0,2
Bologna,Napoli,0.2,2.1,0,0
Torino,Roma,0.9,1.4,1,1
Juventus,Lecce,1.4,0.1,1,0
Hellas Verona,Atalanta,0.5,1.2,0,1
Empoli,Salernitana,3.2,0.6,1,0
Cagliari,Milan,0.9,2.1,1,3
Napoli,Udinese,3.3,0.7,4,1
Lazio,Torino,0.9,0.3,2,0
Inter,Sassuolo,0.9,1.0,1,2
Monza,Bologna,0.7,0.7,0,0
