Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Spezia,Inter,0.0,3.1,1,1
Udinese,Cagliari,0.8,1.9,0,1
Juventus,Parma,1.9,1.0,3,1
Roma,Atalanta,1.2,2.1,1,1
Napoli,Lazio,1.5,1.9,5,2
Genoa,Spezia,2.1,1.1,2,0
Parma,Crotone,1.9,2.7,3,4
Sassuolo,Sampdoria,1.6,1.1,1,0
Benevento,Udinese,2.8,1.2,2,4
Inter,Hellas Verona,0.9,1.3,1,0
Fiorentina,Juventus,1.3,1.2,1,1
Cagliari,Roma,1.3,1.8,3,2
Atalanta,Bologna,3.6,1.3,5,0
Torino,Napoli,1.3,2.4,0,2
Lazio,Milan,1.6,1.8,3,0
Hellas Verona,Spezia,1.7,1.2,1,1
Crotone,Inter,0.8,2.4,0,2
Milan,Benevento,3.1,1.0,2,0
Lazio,Genoa,2.5,1.1,4,3
Napoli,Cagliari,2.5,1.9,1,1
Bologna,Fiorentina,2.2,2.0,3,3
Sassuolo,Atalanta,1.3,2.1,1,1
Udinese,Juventus,0.4,2.0,1,2
Sampdoria,Roma,1.3,1.7,2,0
Torino,Parma,1.6,0.5,1,0
Udinese,Bologna,0.4,2.4,1,1
Spezia,Napoli,1.4,1.9,1,4
Inter,Sampdoria,1.9,1.5,5,1
Fiorentina,Lazio,1.5,1.2,2,0
Genoa,Sassuolo,0.8,1.6,1,2
Hellas Verona,Torino,2.1,0.7,1,1
Parma,Atalanta,0.9,3.3,2,5
Benevento,Cagliari,0.9,1.6,1,3
Roma,Crotone,1.6,0.4,5,0
Juventus,Milan,0.9,1.1,0,3
Napoli,Udinese,2.7,0.2,5,1
Cagliari,Fiorentina,0.5,0.1,0,0
Atalanta,Benevento,1.6,0.2,2,0
Sampdoria,Spezia,1.5,2.6,2,2
Inter,Roma,1.7,0.9,3,1
Sassuolo,Juventus,2.1,1.3,1,3
Torino,Milan,0.9,3.7,0,7
Bologna,Genoa,2.7,1.4,0,2
Lazio,Parma,1.5,0.7,1,0
Crotone,Hellas Verona,0.4,0.9,2,1
Spezia,Torino,2.3,1.0,4,1
Genoa,Atalanta,1.8,2.1,3,4
Juventus,Inter,2.8,1.4,3,2
Roma,Lazio,1.1,0.8,2,0
Fiorentina,Napoli,0.5,1.9,0,2
Benevento,Crotone,1.6,1.3,1,1
Udinese,Sampdoria,0.4,1.5,0,1
Parma,Sassuolo,1.0,2.0,1,3
Milan,Cagliari,1.4,0.5,0,0
Hellas Verona,Bologna,1.3,2.3,2,2
Lazio,Torino,2.3,0.3,0,0
Cagliari,Genoa,2.2,1.4,0,1
Crotone,Fiorentina,2.2,0.5,0,0
Sampdoria,Parma,0.9,0.8,3,0
Inter,Udinese,3.0,1.3,5,1
Napoli,Hellas Verona,1.1,0.6,1,1
Torino,Benevento,1.2,0.4,1,1
Bologna,Juventus,1.1,3.3,1,4
Spezia,Roma,2.4,2.4,2,2
Atalanta,Milan,0.7,2.1,0,2
Sassuolo,Lazio,1.8,1.1,2,0
