Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Hoffenheim,Wolfsburg,3.0,1.9,1,4
Nürnberg,Bayern Munich,1.9,2.2,1,1
Mainz 05,RB Leipzig,1.7,2.3,3,3
Hertha BSC,Stuttgart,2.6,1.4,3,1
Wolfsburg,Nürnberg,0.8,0.7,2,0
Bayern Munich,Hannover 96,4.3,0.9,3,1
Gladbach,Hoffenheim,1.1,2.6,2,2
Werder Bremen,Dortmund,0.7,2.2,2,2
Schalke 04,Augsburg,1.8,0.3,0,0
Freiburg,Düsseldorf,1.2,1.1,1,1
Leverkusen,Eint Frankfurt,2.8,0.3,6,1
Nürnberg,Gladbach,0.9,2.1,0,4
Hoffenheim,Werder Bremen,2.1,0.9,0,1
Hannover 96,Freiburg,2.1,0.7,3,0
Leverkusen,Schalke 04,1.9,1.8,1,1
RB Leipzig,Bayern Munich,0.6,1.9,0,0
Stuttgart,Wolfsburg,0.9,0.5,3,0
Augsburg,Hertha BSC,1.4,2.6,3,4
Dortmund,Düsseldorf,2.0,1.5,3,2
Eint Frankfurt,Mainz 05,1.7,1.3,0,2
Bayern Munich,Eint Frankfurt,4.6,0.9,5,1
Hertha BSC,Leverkusen,1.3,2.4,1,5
Schalke 04,Stuttgart,0.8,0.8,0,0
Düsseldorf,Hannover 96,1.7,1.0,2,1
Mainz 05,Hoffenheim,2.9,1.7,4,2
Gladbach,Dortmund,0.5,2.1,0,2
Werder Bremen,RB Leipzig,1.4,1.9,2,1
Wolfsburg,Augsburg,3.6,1.0,8,1
Freiburg,Nürnberg,0.9,1.1,5,1
