Home Team,Away Team,Home XG,Away XG,Home Goals,Away Goals
Freiburg,Augsburg,1.7,1.7,3,1
Mainz 05,Bochum,2.1,1.5,5,2
Werder Bremen,Wolfsburg,2.2,0.7,2,1
Hertha BSC,Union Berlin,0.5,1.0,0,2
Bayern Munich,Eint Frankfurt,1.6,0.6,1,1
Schalke 04,Köln,1.2,0.3,0,0
Leverkusen,Dortmund,1.7,0.9,0,2
Augsburg,Leverkusen,0.9,0.6,1,0
Eint Frankfurt,Hertha BSC,2.2,0.9,3,0
Bochum,Hoffenheim,2.7,0.9,5,2
Köln,RB Leipzig,0.8,1.3,0,0
Dortmund,Freiburg,1.9,0.4,5,1
Union Berlin,Mainz 05,1.1,1.3,2,1
Gladbach,Schalke 04,1.1,1.0,0,0
Stuttgart,Werder Bremen,1.3,0.5,0,2
Wolfsburg,Bayern Munich,2.2,0.5,2,4
Schalke 04,Wolfsburg,1.3,1.3,0,0
Bayern Munich,Bochum,3.7,0.3,3,0
Mainz 05,Augsburg,2.4,1.5,3,1
Freiburg,Stuttgart,2.0,1.1,2,1
Hoffenheim,Leverkusen,0.7,1.4,1,3
Werder Bremen,Dortmund,0.6,2.5,0,2
RB Leipzig,Union Berlin,0.6,1.7,1,2
Hertha BSC,Gladbach,3.0,0.5,4,1
Köln,Eint Frankfurt,1.2,0.3,3,0
Augsburg,Hoffenheim,1.6,0.6,1,0
Wolfsburg,RB Leipzig,0.2,3.0,0,3
Gladbach,Bayern Munich,2.4,1.1,3,2
Bochum,Freiburg,1.4,2.6,0,2
Stuttgart,Köln,1.5,0.5,3,0
Eint Frankfurt,Werder Bremen,2.1,0.3,2,0
Union Berlin,Schalke 04,0.9,0.4,0,0
Dortmund,Hertha BSC,2.5,1.1,4,1
Leverkusen,Mainz 05,2.2,1.6,2,3
Mainz 05,Gladbach,1.8,1.2,4,0
Hertha BSC,Augsburg,0.6,0.5,2,0
Hoffenheim,Dortmund,1.3,2.3,0,1
Werder Bremen,Bochum,1.2,0.5,3,0
Köln,Wolfsburg,1.2,1.0,0,2
RB Leipzig,Eint Frankfurt,1.7,0.8,2,1
Schalke 04,Stuttgart,1.5,1.2,2,1
Freiburg,Leverkusen,0.8,2.2,1,1
Bayern Munich,Union Berlin,3.6,0.4,3,0
Dortmund,RB Leipzig,1.2,2.2,2,1
Bochum,Schalke 04,1.3,0.6,0,2
Gladbach,Freiburg,1.5,0.3,0,0
Mainz 05,Hoffenheim,1.1,0.8,1,0
Augsburg,Werder Bremen,0.6,2.3,2,1
Union Berlin,Köln,0.5,0.9,0,0
Stuttgart,Bayern Munich,0.8,2.1,1,2
Leverkusen,Hertha BSC,1.6,1.1,4,1
Wolfsburg,Eint Frankfurt,1.9,0.6,2,2
Köln,Bochum,0.7,1.4,0,2
Eint Frankfurt,Stuttgart,0.7,0.8,1,1
Bayern Munich,Augsburg,2.4,2.5,5,3
Hertha BSC,Mainz 05,1.5,0.5,1,1
RB Leipzig,Gladbach,2.5,1.6,3,0
Schalke 04,Dortmund,1.5,2.0,2,2
Freiburg,Hoffenheim,0.6,1.0,2,1
Werder Bremen,Leverkusen,1.8,1.0,2,3
Wolfsburg,Union Berlin,1.7,1.3,1,1
Gladbach,Werder Bremen,3.4,1.3,2,2
Augsburg,Schalke 04,0.3,1.8,1,1
Stuttgart,Wolfsburg,0.5,0.6,0,1
Hoffenheim,Hertha BSC,2.6,1.0,3,1
Bochum,RB Leipzig,1.1,1.8,1,0
Dortmund,Köln,3.3,1.6,6,1
Union Berlin,Eint Frankfurt,1.3,2.7,2,0
Leverkusen,Bayern Munich,2.0,1.0,2,1
Mainz 05,Freiburg,1.0,1.7,1,1
Eint Frankfurt,Bochum,3.1,1.1,1,1
Union Berlin,Stuttgart,1.9,2.2,3,0
Wolfsburg,Augsburg,3.5,0.6,2,2
Schalke 04,Leverkusen,1.1,2.7,0,3
RB Leipzig,Mainz 05,0.8,2.9,0,3
Freiburg,Hertha BSC,1.2,1.8,1,1
Bayern Munich,Dortmund,2.4,1.5,4,2
Köln,Gladbach,1.0,1.0,0,0
Werder Bremen,Hoffenheim,0.9,1.1,1,2
Dortmund,Union Berlin,2.6,0.5,2,1
Freiburg,Bayern Munich,1.0,3.5,0,1
Mainz 05,Werder Bremen,1.9,0.9,2,2
Leverkusen,Eint Frankfurt,2.1,0.9,3,1
Augsburg,Köln,0.8,1.7,1,3
Hertha BSC,RB Leipzig,0.5,2.0,0,1
Gladbach,Wolfsburg,1.6,1.5,2,0
Bochum,Stuttgart,2.4,2.2,2,3
Hoffenheim,Schalke 04,2.2,0.7,2,0
Schalke 04,Hertha BSC,2.2,1.6,5,2
Bayern Munich,Hoffenheim,1.6,0.4,1,1
Köln,Mainz 05,1.0,0.8,1,1
Stuttgart,Dortmund,1.4,1.8,3,3
RB Leipzig,Augsburg,1.8,0.7,3,2
Eint Frankfurt,Gladbach,2.2,1.2,1,1
Werder Bremen,Freiburg,1.7,0.8,1,2
Union Berlin,Bochum,1.2,1.8,1,1
Wolfsburg,Leverkusen,0.9,1.2,0,0
Augsburg,Stuttgart,0.7,1.1,1,1
Mainz 05,Bayern Munich,1.6,1.9,3,1
Bochum,Wolfsburg,2.6,3.6,1,5
Hertha BSC,Werder Bremen,1.6,2.0,2,4
Hoffenheim,Köln,0.9,1.7,1,3
Dortmund,Eint Frankfurt,1.1,0.6,4,0
Freiburg,Schalke 04,2.1,0.3,4,0
Leverkusen,RB Leipzig,1.1,1.9,2,0
Gladbach,Union Berlin,0.7,1.3,0,1
Bochum,Dortmund,0.9,2.7,1,1
Köln,Freiburg,1.6,1.6,0,1
Stuttgart,Gladbach,2.3,1.2,2,1
RB Leipzig,Hoffenheim,1.4,0.3,1,0
Union Berlin,Leverkusen,0.8,0.8,0,0
Eint Frankfurt,Augsburg,0.6,0.7,1,1
Schalke 04,Werder Bremen,1.6,1.2,2,1
Bayern Munich,Hertha BSC,2.7,0.1,2,0
Wolfsburg,Mainz 05,1.9,1.7,3,0
Leverkusen,Köln,0.9,0.8,1,2
Mainz 05,Schalke 04,1.3,2.9,2,3
Hoffenheim,Eint Frankfurt,2.2,2.2,3,1
Hertha BSC,Stuttgart,1.2,1.5,2,1
Freiburg,RB Leipzig,0.4,1.9,0,1
Gladbach,Bochum,1.9,1.1,2,0
Augsburg,Union Berlin,0.9,0.7,1,0
Werder Bremen,Bayern Munich,0.7,1.4,1,2
Dortmund,Wolfsburg,4.2,1.2,6,0
Köln,Hertha BSC,4.3,1.1,5,2
Eint Frankfurt,Mainz 05,2.2,1.0,3,0
Wolfsburg,Hoffenheim,1.1,1.0,2,1
Union Berlin,Freiburg,1.5,2.1,4,2
Bochum,Augsburg,1.2,1.8,3,2
Bayern Munich,Schalke 04,5.3,0.4,6,0
Dortmund,Gladbach,4.5,2.0,5,2
Stuttgart,Leverkusen,1.3,1.8,1,1
RB Leipzig,Werder Bremen,2.2,1.1,2,1
Freiburg,Wolfsburg,1.3,0.7,2,0
Schalke 04,Eint Frankfurt,1.0,1.6,2,2
Werder Bremen,Köln,1.8,1.4,1,1
Hertha BSC,Bochum,1.2,1.1,1,1
Hoffenheim,Union Berlin,2.4,2.0,4,2
Bayern Munich,RB Leipzig,1.6,2.8,1,3
Mainz 05,Stuttgart,1.3,1.8,1,4
Augsburg,Dortmund,0.2,3.1,0,3
Leverkusen,Gladbach,1.6,1.7,2,2
RB Leipzig,Schalke 04,2.6,1.2,4,2
Bochum,Leverkusen,1.3,0.8,3,0
Union Berlin,Werder Bremen,0.9,0.4,1,0
Eint Frankfurt,Freiburg,2.1,1.6,2,1
Dortmund,Mainz 05,4.0,1.8,2,2
Gladbach,Augsburg,3.0,0.5,2,0
Stuttgart,Hoffenheim,2.5,0.8,1,1
Wolfsburg,Hertha BSC,3.4,2.1,1,2
Köln,Bayern Munich,1.3,1.3,1,2
